Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Faroe Islands,FRO,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,963.35
Faroe Islands,FRO,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,963.5
Faroe Islands,FRO,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,963.5
Faroe Islands,FRO,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,964.18
Faroe Islands,FRO,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,964.18
Faroe Islands,FRO,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,964.03
Faroe Islands,FRO,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,964.03
Faroe Islands,FRO,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,964.03
Faroe Islands,FRO,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,963.95
Faroe Islands,FRO,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,964.1
Faroe Islands,FRO,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,965.39
Faroe Islands,FRO,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,965.39
Faroe Islands,FRO,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,965.39
Faroe Islands,FRO,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,965.39
Faroe Islands,FRO,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,965.39
Faroe Islands,FRO,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,965.39
Faroe Islands,FRO,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,965.39
Faroe Islands,FRO,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,964.93
Faroe Islands,FRO,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,964.93
Faroe Islands,FRO,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,964.93
Faroe Islands,FRO,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,964.93
Faroe Islands,FRO,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,965.01
Faroe Islands,FRO,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,965.01
Faroe Islands,FRO,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,965.24
Faroe Islands,FRO,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,965.32
Faroe Islands,FRO,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.1240875912409
Faroe Islands,FRO,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.3294289897511
Faroe Islands,FRO,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0078796561605
Faroe Islands,FRO,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0078796561605
Faroe Islands,FRO,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0186246418338
Faroe Islands,FRO,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0186246418338
Faroe Islands,FRO,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.067335243553
Faroe Islands,FRO,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.067335243553
Faroe Islands,FRO,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0565902578797
Faroe Islands,FRO,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0565902578797
Faroe Islands,FRO,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0565902578797
Faroe Islands,FRO,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0508595988539
Faroe Islands,FRO,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.0616045845272
Faroe Islands,FRO,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.154011461318
Faroe Islands,FRO,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.154011461318
Faroe Islands,FRO,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.154011461318
Faroe Islands,FRO,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.154011461318
Faroe Islands,FRO,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.154011461318
Faroe Islands,FRO,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.154011461318
Faroe Islands,FRO,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.154011461318
Faroe Islands,FRO,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1210601719198
Faroe Islands,FRO,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1210601719198
Faroe Islands,FRO,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1210601719198
Faroe Islands,FRO,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1210601719198
Faroe Islands,FRO,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1267908309456
Faroe Islands,FRO,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1267908309456
Faroe Islands,FRO,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1432664756447
Faroe Islands,FRO,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
Faroe Islands,FRO,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1489971346705
